type_id,total_sales,date
2,127526,2019-05-21
2,127508,2018-05-21
3,127435,2018-01-18
2,127414,2018-02-19
3,127395,2018-11-22
1,127392,2018-03-31
2,127391,2018-05-17
3,127365,2018-02-27
2,127363,2018-04-05
2,127360,2018-06-02
2,127351,2018-10-22
2,127349,2019-04-12
2,127347,2018-05-26
2,127289,2018-04-04
2,127240,2018-07-04
2,127236,2019-03-08
1,127208,2019-01-27
1,127208,2018-11-23
2,127190,2019-02-22
3,127158,2019-05-28
3,127150,2018-01-29
2,127133,2018-07-01
2,127131,2019-01-12
2,127124,2018-01-30
1,127068,2018-05-08
2,127067,2019-06-04
2,127032,2019-05-25
1,127017,2018-06-08
1,126999,2018-09-29
2,126996,2018-03-14
1,126983,2018-03-12
3,126981,2018-01-12
2,126976,2018-05-18
3,126963,2018-07-20
1,126919,2018-03-05
2,126916,2019-01-09
2,126886,2019-03-15
3,126869,2019-01-07
2,126840,2018-10-09
2,126834,2019-05-13
2,126812,2019-02-11
3,126794,2018-08-04
3,126735,2018-09-21
3,126719,2018-03-11
2,126719,2019-04-30
2,126705,2018-03-22
1,126695,2018-12-19
3,126692,2018-07-17
2,126687,2018-06-21
3,126671,2018-04-20
1,126643,2018-10-09
1,126621,2019-01-10
2,126618,2018-04-06
1,126610,2019-01-11
2,126595,2018-06-04
2,126590,2019-04-08
1,126588,2018-09-04
1,126584,2018-08-23
3,126535,2018-12-28
1,126525,2018-05-13
2,126503,2019-03-05
2,126490,2018-08-18
3,126488,2019-06-10
3,126482,2019-04-08
1,126480,2019-03-24
1,126478,2018-04-22
1,126464,2018-04-23
2,126425,2019-05-05
1,126418,2019-01-31
2,126415,2018-07-15
1,126351,2018-09-26
1,126349,2018-06-27
3,126322,2018-05-02
3,126319,2019-03-10
3,126300,2019-05-16
1,126288,2018-07-21
2,126271,2018-04-09
3,126271,2018-01-05
1,126267,2018-11-09
2,126265,2018-11-14
3,126237,2019-04-07
1,126235,2019-03-10
3,126232,2018-11-19
2,126173,2018-08-08
3,126156,2018-01-09
1,126144,2018-09-15
2,126126,2018-11-05
2,126116,2018-03-06
1,126073,2019-02-28
3,126070,2018-01-01
2,126070,2018-03-17
2,126009,2019-02-04
1,125971,2018-06-22
1,125969,2018-11-19
2,125965,2018-05-25
2,125959,2018-01-20
3,125943,2018-07-27
2,125937,2019-01-24
1,125934,2018-12-12
2,125931,2019-05-06
1,125923,2018-02-01
1,125908,2018-02-25
2,125905,2018-03-19
1,125889,2018-04-17
1,125864,2018-06-06
1,125861,2018-02-07
3,125858,2018-11-06
3,125847,2018-08-24
2,125838,2018-02-27
3,125823,2019-02-20
1,125807,2018-03-11
1,125805,2018-10-30
1,125800,2019-02-07
3,125799,2018-07-15
3,125790,2018-10-24
2,125783,2019-01-11
2,125765,2018-11-11
1,125744,2018-02-04
2,125737,2019-03-20
1,125718,2018-12-26
2,125698,2018-06-13
1,125685,2018-10-11
1,125628,2019-02-05
1,125614,2018-04-10
1,125606,2018-03-09
2,125602,2018-02-13
2,125588,2018-09-01
2,125562,2018-12-06
2,125555,2018-01-21
3,125524,2019-03-09
3,125524,2018-04-12
2,125499,2018-10-16
3,125491,2018-02-21
2,125491,2018-10-28
1,125458,2019-01-04
3,125453,2018-12-09
2,125437,2018-12-20
2,125434,2018-03-24
1,125409,2018-11-06
1,125389,2018-08-05
2,125357,2018-02-03
3,125348,2018-04-01
1,125346,2019-05-01
1,125343,2019-05-25
1,125339,2019-02-08
1,125304,2018-11-01
2,125273,2019-04-17
2,125270,2018-11-18
3,125266,2018-04-02
2,125228,2019-03-21
1,125200,2019-03-14
1,125196,2018-10-05
2,125191,2018-04-30
1,125183,2019-03-07
3,125176,2019-01-05
2,125171,2019-04-28
1,125170,2018-11-25
3,125161,2018-10-16
1,125159,2018-07-14
3,125150,2018-01-26
1,125135,2018-06-18
1,125130,2018-08-25
2,125117,2018-08-28
1,125083,2018-11-22
2,125058,2019-03-14
2,125050,2019-04-13
2,125036,2019-01-19
3,125004,2018-08-05
2,125000,2018-08-16
1,125000,2018-12-13
2,124964,2018-07-19
1,124954,2018-04-19
1,124952,2019-03-01
2,124942,2018-11-29
1,124940,2019-01-21
2,124920,2018-02-07
3,124916,2019-05-20
1,124914,2019-01-26
2,124907,2018-03-29
2,124903,2019-01-17
1,124902,2018-10-20
2,124892,2019-02-01
3,124886,2018-05-11
1,124877,2018-08-03
2,124850,2019-02-06
1,124800,2019-03-15
