product_id,name,total_sales,date
ALL,All Products Pack,114530,2018-12-19
ALL,All Products Pack,114205,2018-10-14
ALL,All Products Pack,114205,2019-02-10
ALL,All Products Pack,114140,2018-08-28
ALL,All Products Pack,114075,2018-03-17
ALL,All Products Pack,114075,2018-01-05
ALL,All Products Pack,113880,2019-04-11
ALL,All Products Pack,113815,2019-03-08
ALL,All Products Pack,113750,2019-01-11
ALL,All Products Pack,113685,2018-04-24
ALL,All Products Pack,113620,2018-10-25
ALL,All Products Pack,113555,2019-01-31
ALL,All Products Pack,113490,2019-01-21
ALL,All Products Pack,113490,2019-05-31
ALL,All Products Pack,113425,2018-05-09
ALL,All Products Pack,113425,2019-01-26
ALL,All Products Pack,113425,2018-11-25
ALL,All Products Pack,113360,2018-05-30
ALL,All Products Pack,113360,2018-10-28
ALL,All Products Pack,113295,2018-12-06
ALL,All Products Pack,113165,2018-01-28
ALL,All Products Pack,113165,2019-04-01
ALL,All Products Pack,113100,2018-06-13
ALL,All Products Pack,113100,2019-02-12
ALL,All Products Pack,113100,2018-09-08
ALL,All Products Pack,113100,2019-06-04
ALL,All Products Pack,113100,2019-02-02
ALL,All Products Pack,113035,2018-10-24
ALL,All Products Pack,112970,2018-07-04
ALL,All Products Pack,112970,2018-04-04
ALL,All Products Pack,112970,2018-07-16
ALL,All Products Pack,112970,2018-07-22
ALL,All Products Pack,112840,2018-08-06
ALL,All Products Pack,112840,2018-05-04
ALL,All Products Pack,112775,2019-01-30
ALL,All Products Pack,112710,2018-10-02
ALL,All Products Pack,112710,2019-01-25
ALL,All Products Pack,112580,2018-05-12
ALL,All Products Pack,112515,2019-05-26
ALL,All Products Pack,112515,2018-12-29
ALL,All Products Pack,112515,2019-03-05
ALL,All Products Pack,112450,2018-03-23
ALL,All Products Pack,112450,2018-12-10
ALL,All Products Pack,112385,2018-05-28
ALL,All Products Pack,112385,2018-04-23
ALL,All Products Pack,112255,2018-03-30
ALL,All Products Pack,112255,2018-11-09
ALL,All Products Pack,112190,2019-04-06
ALL,All Products Pack,112125,2018-04-08
ALL,All Products Pack,112125,2019-05-22
ALL,All Products Pack,112060,2019-04-02
ALL,All Products Pack,111995,2018-05-24
ALL,All Products Pack,111930,2018-10-09
ALL,All Products Pack,111930,2018-06-22
ALL,All Products Pack,111865,2018-11-12
ALL,All Products Pack,111800,2018-09-28
ALL,All Products Pack,111800,2018-10-21
ALL,All Products Pack,111735,2018-12-21
ALL,All Products Pack,111735,2019-01-27
ALL,All Products Pack,111670,2019-04-19
ALL,All Products Pack,111670,2018-11-05
ALL,All Products Pack,111605,2018-07-26
ALL,All Products Pack,111605,2018-03-25
ALL,All Products Pack,111540,2019-03-07
ALL,All Products Pack,111540,2019-02-22
ALL,All Products Pack,111540,2018-10-27
ALL,All Products Pack,111475,2019-02-05
ALL,All Products Pack,111280,2018-02-23
ALL,All Products Pack,111215,2018-07-29
ALL,All Products Pack,111215,2018-11-29
ALL,All Products Pack,111150,2019-05-14
ALL,All Products Pack,111085,2019-03-11
ALL,All Products Pack,111085,2018-02-20
ALL,All Products Pack,111020,2018-10-19
ALL,All Products Pack,111020,2018-04-06
ALL,All Products Pack,111020,2019-03-23
ALL,All Products Pack,111020,2018-08-02
ALL,All Products Pack,110955,2018-04-16
ALL,All Products Pack,110955,2019-04-17
ALL,All Products Pack,110890,2019-06-10
ALL,All Products Pack,110890,2018-02-03
ALL,All Products Pack,110825,2018-01-20
ALL,All Products Pack,110760,2018-06-06
ALL,All Products Pack,110695,2019-04-27
ALL,All Products Pack,110630,2018-12-18
ALL,All Products Pack,110630,2018-04-18
ALL,All Products Pack,110630,2019-01-12
ALL,All Products Pack,110630,2018-01-23
ALL,All Products Pack,110565,2019-05-19
ALL,All Products Pack,110565,2018-07-05
ALL,All Products Pack,110500,2019-03-10
ALL,All Products Pack,110435,2019-01-03
ALL,All Products Pack,110435,2019-05-13
ALL,All Products Pack,110435,2019-03-28
ALL,All Products Pack,110435,2018-03-22
ALL,All Products Pack,110435,2018-07-14
ALL,All Products Pack,110370,2018-03-24
ALL,All Products Pack,110370,2019-04-09
ALL,All Products Pack,110370,2018-01-29
ALL,All Products Pack,110305,2019-04-21
ALL,All Products Pack,110240,2019-01-08
ALL,All Products Pack,110240,2019-01-23
ALL,All Products Pack,110175,2018-02-19
ALL,All Products Pack,110110,2019-04-16
ALL,All Products Pack,110045,2019-05-07
ALL,All Products Pack,110045,2018-02-02
ALL,All Products Pack,109980,2019-01-13
ALL,All Products Pack,109980,2018-02-17
ALL,All Products Pack,109980,2018-03-02
ALL,All Products Pack,109980,2019-02-20
ALL,All Products Pack,109915,2018-09-02
ALL,All Products Pack,109915,2019-01-02
ALL,All Products Pack,109915,2019-01-09
ALL,All Products Pack,109850,2018-08-18
ALL,All Products Pack,109785,2018-11-19
ALL,All Products Pack,109785,2018-12-15
ALL,All Products Pack,109720,2019-03-30
ALL,All Products Pack,109720,2018-05-21
ALL,All Products Pack,109655,2019-04-18
ALL,All Products Pack,109590,2018-02-04
ALL,All Products Pack,109590,2018-05-11
ALL,All Products Pack,109590,2018-11-27
ALL,All Products Pack,109525,2018-10-29
ALL,All Products Pack,109525,2018-11-07
ALL,All Products Pack,109460,2018-02-24
ALL,All Products Pack,109395,2018-01-04
ALL,All Products Pack,109330,2018-12-22
ALL,All Products Pack,109330,2018-09-24
ALL,All Products Pack,109330,2019-03-15
ALL,All Products Pack,109265,2018-09-06
ALL,All Products Pack,109265,2018-12-01
ALL,All Products Pack,109200,2018-09-29
ALL,All Products Pack,109135,2018-06-20
ALL,All Products Pack,109005,2018-08-23
ALL,All Products Pack,108940,2019-03-13
ALL,All Products Pack,108940,2018-04-26
ALL,All Products Pack,108875,2018-08-21
ALL,All Products Pack,108875,2019-01-22
ALL,All Products Pack,108810,2018-07-09
ALL,All Products Pack,108810,2019-02-24
ALL,All Products Pack,108745,2018-12-28
ALL,All Products Pack,108745,2018-09-27
ALL,All Products Pack,108615,2018-05-18
ALL,All Products Pack,108615,2018-05-26
ALL,All Products Pack,108615,2018-03-14
ALL,All Products Pack,108550,2019-04-23
ALL,All Products Pack,108550,2018-01-03
ALL,All Products Pack,108550,2018-04-19
ALL,All Products Pack,108485,2018-08-11
ALL,All Products Pack,108485,2018-06-24
ALL,All Products Pack,108420,2018-09-25
ALL,All Products Pack,108420,2019-03-06
ALL,All Products Pack,108355,2018-10-04
ALL,All Products Pack,108290,2018-06-15
ALL,All Products Pack,108290,2018-10-17
ALL,All Products Pack,108290,2019-04-05
ALL,All Products Pack,108290,2018-05-25
ALL,All Products Pack,108290,2018-06-26
ALL,All Products Pack,108225,2019-05-02
ALL,All Products Pack,108225,2018-05-01
ALL,All Products Pack,108225,2018-09-04
ALL,All Products Pack,108160,2018-08-29
ALL,All Products Pack,108160,2018-03-04
ALL,All Products Pack,108095,2018-03-19
ALL,All Products Pack,108030,2018-07-17
ALL,All Products Pack,108030,2019-04-24
ALL,All Products Pack,107965,2018-05-02
ALL,All Products Pack,107835,2019-05-04
ALL,All Products Pack,107770,2018-07-08
ALL,All Products Pack,107770,2019-05-28
ALL,All Products Pack,107640,2019-01-04
ALL,All Products Pack,107510,2018-08-27
ALL,All Products Pack,107445,2018-07-27
ALL,All Products Pack,107445,2018-07-25
ALL,All Products Pack,107380,2018-06-04
ALL,All Products Pack,107250,2018-09-26
ALL,All Products Pack,107250,2018-06-18
ALL,All Products Pack,107250,2018-01-10
ALL,All Products Pack,107185,2018-01-31
ALL,All Products Pack,107185,2018-05-20
ALL,All Products Pack,107120,2018-03-07
ALL,All Products Pack,107120,2018-08-22
ALL,All Products Pack,107055,2018-12-25
ALL,All Products Pack,107055,2019-03-04
ALL,All Products Pack,107055,2018-09-05
ALL,All Products Pack,107055,2019-01-07
ALL,All Products Pack,107055,2018-11-17
ALL,All Products Pack,106990,2018-06-10
ALL,All Products Pack,106990,2018-12-24
ALL,All Products Pack,106990,2018-02-12
ALL,All Products Pack,106925,2018-03-21
ALL,All Products Pack,106925,2019-03-18
ALL,All Products Pack,106860,2018-12-02
ALL,All Products Pack,106795,2018-04-10
ALL,All Products Pack,106795,2018-04-14
ALL,All Products Pack,106730,2018-11-10
ALL,All Products Pack,106730,2018-11-11
ALL,All Products Pack,106665,2019-03-22
ALL,All Products Pack,106600,2018-06-01
ALL,All Products Pack,106600,2018-07-18
ALL,All Products Pack,106470,2018-07-01
ALL,All Products Pack,106470,2019-04-14
ALL,All Products Pack,106470,2018-07-06
ALL,All Products Pack,106405,2018-03-06
ALL,All Products Pack,106405,2018-06-05
ALL,All Products Pack,106405,2018-11-30
ALL,All Products Pack,106340,2018-08-31
ALL,All Products Pack,106340,2018-03-15
ALL,All Products Pack,106340,2018-04-01
ALL,All Products Pack,106340,2019-05-20
ALL,All Products Pack,106275,2018-05-03
ALL,All Products Pack,106275,2019-02-16
ALL,All Products Pack,106275,2018-09-17
ALL,All Products Pack,106210,2018-01-08
ALL,All Products Pack,106210,2019-01-10
ALL,All Products Pack,106145,2018-01-15
ALL,All Products Pack,106080,2018-09-23
ALL,All Products Pack,106080,2019-05-01
ALL,All Products Pack,106080,2018-04-15
ALL,All Products Pack,106080,2019-03-21
ALL,All Products Pack,106080,2018-12-31
ALL,All Products Pack,106080,2018-12-16
ALL,All Products Pack,106015,2018-02-14
ALL,All Products Pack,105950,2018-07-23
ALL,All Products Pack,105755,2018-07-10
ALL,All Products Pack,105755,2019-06-05
ALL,All Products Pack,105755,2019-04-12
YT,YouTrack InCloud,105700,2018-05-16
ALL,All Products Pack,105690,2018-11-14
ALL,All Products Pack,105625,2019-01-18
ALL,All Products Pack,105560,2018-08-30
ALL,All Products Pack,105560,2018-09-22
ALL,All Products Pack,105495,2018-10-16
ALL,All Products Pack,105495,2019-01-01
ALL,All Products Pack,105300,2019-03-24
ALL,All Products Pack,105300,2018-08-25
ALL,All Products Pack,105235,2018-07-30
ALL,All Products Pack,105235,2018-04-29
ALL,All Products Pack,105170,2018-03-29
ALL,All Products Pack,105105,2018-05-19
ALL,All Products Pack,105105,2018-02-28
ALL,All Products Pack,105105,2018-02-01
ALL,All Products Pack,105040,2019-03-31
ALL,All Products Pack,105040,2018-11-22
ALL,All Products Pack,105040,2019-05-09
ALL,All Products Pack,104975,2018-07-13
ALL,All Products Pack,104845,2018-11-02
ALL,All Products Pack,104845,2018-03-05
ALL,All Products Pack,104780,2018-11-16
ALL,All Products Pack,104780,2019-05-16
ALL,All Products Pack,104780,2018-01-12
ALL,All Products Pack,104715,2018-11-04
ALL,All Products Pack,104650,2018-04-12
ALL,All Products Pack,104585,2018-10-30
ALL,All Products Pack,104520,2019-05-27
ALL,All Products Pack,104520,2018-12-11
ALL,All Products Pack,104520,2018-02-06
ALL,All Products Pack,104455,2018-02-08
ALL,All Products Pack,104390,2018-02-13
ALL,All Products Pack,104390,2018-09-07
ALL,All Products Pack,104325,2018-10-22
ALL,All Products Pack,104325,2018-12-04
ALL,All Products Pack,104325,2018-12-23
ALL,All Products Pack,104260,2018-09-30
ALL,All Products Pack,104130,2019-02-06
ALL,All Products Pack,104130,2018-08-13
ALL,All Products Pack,104130,2018-08-20
ALL,All Products Pack,104000,2018-07-11
ALL,All Products Pack,104000,2018-09-18
ALL,All Products Pack,103870,2018-03-31
ALL,All Products Pack,103805,2018-02-11
ALL,All Products Pack,103805,2018-08-19
ALL,All Products Pack,103805,2018-07-24
ALL,All Products Pack,103740,2018-08-09
ALL,All Products Pack,103675,2018-05-16
ALL,All Products Pack,103480,2018-10-05
ALL,All Products Pack,103415,2019-05-08
ALL,All Products Pack,103415,2018-03-11
ALL,All Products Pack,103285,2018-11-26
ALL,All Products Pack,103285,2018-08-24
ALL,All Products Pack,103220,2018-09-21
ALL,All Products Pack,103220,2018-09-13
ALL,All Products Pack,103220,2018-05-27
ALL,All Products Pack,103155,2018-01-07
ALL,All Products Pack,103090,2018-10-01
ALL,All Products Pack,103025,2018-01-24
ALL,All Products Pack,102960,2018-11-03
ALL,All Products Pack,102960,2019-05-06
ALL,All Products Pack,102895,2019-02-11
ALL,All Products Pack,102895,2018-12-17
ALL,All Products Pack,102830,2018-09-19
ALL,All Products Pack,102765,2018-10-23
ALL,All Products Pack,102765,2018-04-09
ALL,All Products Pack,102700,2018-03-16
ALL,All Products Pack,102635,2019-04-30
ALL,All Products Pack,102570,2018-03-28
ALL,All Products Pack,102570,2018-01-27
ALL,All Products Pack,102505,2018-01-17
ALL,All Products Pack,102310,2018-04-28
ALL,All Products Pack,102245,2018-09-20
ALL,All Products Pack,102050,2018-10-26
ALL,All Products Pack,101985,2018-04-03
ALL,All Products Pack,101920,2019-04-08
ALL,All Products Pack,101855,2019-02-26
ALL,All Products Pack,101790,2018-01-02
ALL,All Products Pack,101790,2018-03-26
ALL,All Products Pack,101660,2018-03-08
ALL,All Products Pack,101530,2019-06-06
ALL,All Products Pack,101400,2019-03-01
ALL,All Products Pack,101400,2019-04-15
ALL,All Products Pack,101335,2018-08-07
ALL,All Products Pack,101335,2018-11-24
ALL,All Products Pack,101335,2018-09-14
ALL,All Products Pack,101270,2018-05-17
ALL,All Products Pack,101270,2019-03-12
ALL,All Products Pack,101205,2018-04-22
ALL,All Products Pack,101205,2018-12-12
ALL,All Products Pack,101205,2018-08-08
ALL,All Products Pack,101140,2018-09-11
ALL,All Products Pack,101140,2018-11-20
ALL,All Products Pack,101075,2018-08-01
ALL,All Products Pack,101075,2018-12-03
ALL,All Products Pack,100815,2019-05-23
ALL,All Products Pack,100750,2018-03-01
ALL,All Products Pack,100685,2018-11-18
ALL,All Products Pack,100685,2018-04-25
ALL,All Products Pack,100685,2018-01-26
ALL,All Products Pack,100555,2018-09-09
ALL,All Products Pack,100490,2018-08-15
II,IntelliJ IDEA,100450,2018-02-10
ALL,All Products Pack,100425,2018-07-07
ALL,All Products Pack,100425,2018-02-25
ALL,All Products Pack,100360,2019-05-25
ALL,All Products Pack,100230,2018-09-16
ALL,All Products Pack,100100,2018-06-16
ALL,All Products Pack,100100,2019-06-11
ALL,All Products Pack,100035,2018-02-09
ALL,All Products Pack,99710,2019-03-16
ALL,All Products Pack,99710,2018-01-18
ALL,All Products Pack,99710,2019-03-03
ALL,All Products Pack,99645,2018-11-13
ALL,All Products Pack,99385,2018-06-28
ALL,All Products Pack,99255,2019-02-28
YT,YouTrack InCloud,99200,2018-05-28
ALL,All Products Pack,99190,2019-04-26
ALL,All Products Pack,99190,2019-01-05
ALL,All Products Pack,99125,2019-04-22
ALL,All Products Pack,99125,2019-03-09
ALL,All Products Pack,98995,2018-03-09
ALL,All Products Pack,98930,2019-05-15
ALL,All Products Pack,98930,2018-09-03
ALL,All Products Pack,98865,2018-12-27
ALL,All Products Pack,98865,2019-02-08
ALL,All Products Pack,98800,2019-01-17
ALL,All Products Pack,98800,2019-02-25
ALL,All Products Pack,98735,2018-06-09
ALL,All Products Pack,98670,2018-01-01
ALL,All Products Pack,98540,2018-12-30
ALL,All Products Pack,98540,2018-02-07
ALL,All Products Pack,98540,2018-04-20
ALL,All Products Pack,98475,2019-02-04
ALL,All Products Pack,98410,2018-02-18
ALL,All Products Pack,98280,2018-12-09
ALL,All Products Pack,98280,2018-04-02
ALL,All Products Pack,98280,2018-07-15
II,IntelliJ IDEA,98250,2018-09-27
YT,YouTrack InCloud,98250,2019-02-17
ALL,All Products Pack,98215,2018-06-30
ALL,All Products Pack,98085,2018-01-13
ALL,All Products Pack,97955,2019-01-28
ALL,All Products Pack,97955,2018-09-12
ALL,All Products Pack,97890,2019-03-27
ALL,All Products Pack,97565,2019-04-07
ALL,All Products Pack,97500,2018-02-10
ALL,All Products Pack,97435,2018-04-11
II,IntelliJ IDEA,97400,2019-03-07
ALL,All Products Pack,97370,2019-01-15
YT,YouTrack InCloud,97350,2018-07-10
ALL,All Products Pack,97110,2019-06-01
ALL,All Products Pack,97045,2018-11-01
ALL,All Products Pack,97045,2018-04-13
ALL,All Products Pack,96915,2018-05-10
ALL,All Products Pack,96720,2019-01-03
YT,YouTrack InCloud,96650,2018-06-20
ALL,All Products Pack,96590,2018-06-07
YT,YouTrack InCloud,96500,2019-01-02
ALL,All Products Pack,96330,2018-08-05
ALL,All Products Pack,96200,2019-01-29
ALL,All Products Pack,96135,2018-07-20
ALL,All Products Pack,96135,2019-02-18
ALL,All Products Pack,96005,2018-12-27
ALL,All Products Pack,95940,2019-03-19
II,IntelliJ IDEA,95850,2019-04-10
ALL,All Products Pack,95810,2018-05-08
ALL,All Products Pack,95745,2018-04-21
ALL,All Products Pack,95680,2019-01-08
II,IntelliJ IDEA,95650,2018-07-09
ALL,All Products Pack,95615,2018-08-03
ALL,All Products Pack,95615,2018-07-31
YT,YouTrack InCloud,95600,2018-05-27
YT,YouTrack InCloud,95550,2018-02-22
YT,YouTrack InCloud,95450,2018-12-01
YT,YouTrack InCloud,95250,2018-12-02
ALL,All Products Pack,95160,2019-06-02
YT,YouTrack InCloud,95150,2018-11-25
II,IntelliJ IDEA,95050,2019-04-18
ALL,All Products Pack,95030,2018-12-08
YT,YouTrack InCloud,94950,2019-04-27
YT,YouTrack InCloud,94950,2019-03-04
ALL,All Products Pack,94900,2018-06-27
II,IntelliJ IDEA,94900,2018-09-11
II,IntelliJ IDEA,94850,2018-09-24
ALL,All Products Pack,94835,2019-04-03
II,IntelliJ IDEA,94800,2019-02-24
YT,YouTrack InCloud,94700,2018-12-05
YT,YouTrack InCloud,94650,2018-09-16
YT,YouTrack InCloud,94600,2018-12-25
ALL,All Products Pack,94575,2018-10-09
ALL,All Products Pack,94575,2018-11-28
ALL,All Products Pack,94510,2018-08-12
II,IntelliJ IDEA,94500,2019-04-03
II,IntelliJ IDEA,94500,2018-04-20
YT,YouTrack InCloud,94450,2018-12-11
II,IntelliJ IDEA,94450,2019-01-14
II,IntelliJ IDEA,94450,2019-03-24
II,IntelliJ IDEA,94400,2018-03-05
YT,YouTrack InCloud,94400,2018-01-03
ALL,All Products Pack,94380,2019-04-10
ALL,All Products Pack,94315,2018-12-07
II,IntelliJ IDEA,94300,2018-05-31
YT,YouTrack InCloud,94250,2019-04-01
YT,YouTrack InCloud,94200,2019-04-25
YT,YouTrack InCloud,94200,2018-02-16
ALL,All Products Pack,93925,2019-03-25
II,IntelliJ IDEA,93900,2018-05-12
ALL,All Products Pack,93860,2018-10-01
II,IntelliJ IDEA,93850,2019-03-27
II,IntelliJ IDEA,93700,2019-01-02
II,IntelliJ IDEA,93650,2019-04-12
ALL,All Products Pack,93600,2018-01-21
ALL,All Products Pack,93600,2019-01-06
II,IntelliJ IDEA,93450,2018-09-06
II,IntelliJ IDEA,93450,2018-05-16
ALL,All Products Pack,93405,2019-01-11
ALL,All Products Pack,93405,2019-06-07
II,IntelliJ IDEA,93350,2018-04-04
YT,YouTrack InCloud,93350,2019-01-26
ALL,All Products Pack,93275,2018-06-29
II,IntelliJ IDEA,93250,2018-03-27
YT,YouTrack InCloud,93250,2019-06-03
II,IntelliJ IDEA,93200,2019-01-29
ALL,All Products Pack,93145,2019-02-13
II,IntelliJ IDEA,93050,2018-01-14
YT,YouTrack InCloud,93050,2018-04-07
YT,YouTrack InCloud,92950,2018-07-31
YT,YouTrack InCloud,92900,2018-02-02
II,IntelliJ IDEA,92850,2018-09-05
YT,YouTrack InCloud,92800,2018-08-10
ALL,All Products Pack,92755,2019-02-01
YT,YouTrack InCloud,92750,2019-04-26
YT,YouTrack InCloud,92700,2018-12-20
YT,YouTrack InCloud,92650,2018-11-27
II,IntelliJ IDEA,92650,2018-03-01
YT,YouTrack InCloud,92650,2018-06-17
YT,YouTrack InCloud,92500,2019-01-17
YT,YouTrack InCloud,92500,2018-04-22
YT,YouTrack InCloud,92500,2019-05-21
YT,YouTrack InCloud,92450,2018-07-27
YT,YouTrack InCloud,92450,2018-07-18
II,IntelliJ IDEA,92400,2018-06-08
YT,YouTrack InCloud,92400,2018-04-23
II,IntelliJ IDEA,92400,2018-02-17
YT,YouTrack InCloud,92400,2019-04-21
ALL,All Products Pack,92300,2018-03-21
YT,YouTrack InCloud,92300,2019-03-28
II,IntelliJ IDEA,92250,2018-07-21
ALL,All Products Pack,92235,2018-11-07
ALL,All Products Pack,92235,2018-11-04
YT,YouTrack InCloud,92200,2018-09-02
YT,YouTrack InCloud,92200,2019-04-05
II,IntelliJ IDEA,92150,2018-12-14
ALL,All Products Pack,92105,2018-09-12
II,IntelliJ IDEA,92050,2019-04-20
YT,YouTrack InCloud,92000,2018-07-04
YT,YouTrack InCloud,92000,2019-01-08
YT,YouTrack InCloud,91950,2018-04-08
II,IntelliJ IDEA,91900,2019-05-09
ALL,All Products Pack,91845,2018-10-29
ALL,All Products Pack,91715,2018-02-28
II,IntelliJ IDEA,91700,2018-10-19
II,IntelliJ IDEA,91700,2019-05-30
II,IntelliJ IDEA,91650,2019-05-29
ALL,All Products Pack,91650,2019-02-07
II,IntelliJ IDEA,91600,2018-08-15
YT,YouTrack InCloud,91600,2018-09-09
II,IntelliJ IDEA,91600,2018-02-22
ALL,All Products Pack,91585,2019-05-30
II,IntelliJ IDEA,91550,2018-05-07
II,IntelliJ IDEA,91550,2018-07-26
YT,YouTrack InCloud,91550,2018-10-29
YT,YouTrack InCloud,91500,2019-03-07
II,IntelliJ IDEA,91500,2018-08-06
YT,YouTrack InCloud,91500,2018-02-23
ALL,All Products Pack,91455,2018-11-01
II,IntelliJ IDEA,91450,2019-03-13
II,IntelliJ IDEA,91400,2019-03-08
II,IntelliJ IDEA,91400,2018-06-25
ALL,All Products Pack,91390,2018-04-01
ALL,All Products Pack,91390,2019-02-08
YT,YouTrack InCloud,91350,2018-09-15
II,IntelliJ IDEA,91300,2018-03-18
ALL,All Products Pack,91260,2018-04-11
ALL,All Products Pack,91260,2018-12-08
YT,YouTrack InCloud,91200,2018-06-21
II,IntelliJ IDEA,91200,2018-06-19
II,IntelliJ IDEA,91150,2019-05-10
ALL,All Products Pack,91130,2018-08-05
II,IntelliJ IDEA,91100,2018-02-13
II,IntelliJ IDEA,91050,2018-10-18
II,IntelliJ IDEA,91050,2019-02-02
II,IntelliJ IDEA,91000,2019-05-08
YT,YouTrack InCloud,91000,2018-03-30
ALL,All Products Pack,91000,2019-05-26
ALL,All Products Pack,91000,2018-05-05
II,IntelliJ IDEA,91000,2018-11-11
II,IntelliJ IDEA,90950,2018-06-23
II,IntelliJ IDEA,90950,2019-05-01
YT,YouTrack InCloud,90950,2018-02-05
YT,YouTrack InCloud,90900,2018-06-09
ALL,All Products Pack,90870,2019-01-24
